driver_id,vehicle_type,driver_partner_type
41225,Motorcycle,Independent Driver
41237,Motorcycle,Independent Driver
41239,Bicycle,Independent Driver
41241,Motorcycle,Independent Driver
41254,Motorcycle,Independent Driver
41263,Bicycle,Independent Driver
41283,Bicycle,Independent Driver
41285,Bicycle,Independent Driver
41292,Motorcycle,Independent Driver
41306,Motorcycle,Partner Fleet
41349,Motorcycle,Partner Fleet
41350,Motorcycle,Partner Fleet
41385,Motorcycle,Partner Fleet
41392,Bicycle,Independent Driver
41398,Bicycle,Independent Driver
41440,Bicycle,Independent Driver
41459,Motorcycle,Independent Driver
41464,Motorcycle,Independent Driver
41472,Motorcycle,Independent Driver
41493,Motorcycle,Independent Driver
41495,Motorcycle,Independent Driver
41515,Motorcycle,Independent Driver
41546,Motorcycle,Independent Driver
41595,Bicycle,Independent Driver
41596,Motorcycle,Partner Fleet
41601,Motorcycle,Independent Driver
41608,Motorcycle,Independent Driver
41629,Motorcycle,Independent Driver
41633,Bicycle,Independent Driver
41640,Motorcycle,Partner Fleet
41645,Bicycle,Independent Driver
41650,Motorcycle,Partner Fleet
41742,Bicycle,Independent Driver
41794,Motorcycle,Independent Driver
41797,Motorcycle,Independent Driver
41799,Motorcycle,Independent Driver
41841,Motorcycle,Independent Driver
41848,Motorcycle,Independent Driver
41852,Bicycle,Independent Driver
41862,Bicycle,Independent Driver
41868,Motorcycle,Partner Fleet
41869,Motorcycle,Independent Driver
41870,Motorcycle,Independent Driver
41889,Motorcycle,Independent Driver
41896,Bicycle,Independent Driver
41917,Motorcycle,Partner Fleet
41924,Motorcycle,Partner Fleet
41932,Motorcycle,Independent Driver
41941,Motorcycle,Independent Driver
41962,Motorcycle,Independent Driver
41970,Motorcycle,Independent Driver
41980,Motorcycle,Independent Driver
41995,Bicycle,Independent Driver
42012,Bicycle,Independent Driver
42015,Motorcycle,Independent Driver
42028,Motorcycle,Independent Driver
42040,Bicycle,Independent Driver
42047,Motorcycle,Independent Driver
42055,Bicycle,Independent Driver
42060,Motorcycle,Independent Driver
42069,Bicycle,Independent Driver
42075,Bicycle,Independent Driver
42081,Bicycle,Independent Driver
42095,Bicycle,Independent Driver
42097,Motorcycle,Independent Driver
42098,Bicycle,Independent Driver
42101,Motorcycle,Independent Driver
42113,Motorcycle,Independent Driver
42120,Motorcycle,Independent Driver
42122,Bicycle,Independent Driver
42124,Motorcycle,Independent Driver
42128,Bicycle,Independent Driver
42134,Motorcycle,Independent Driver
42146,Motorcycle,Independent Driver
42191,Motorcycle,Independent Driver
42193,Motorcycle,Independent Driver
42209,Bicycle,Independent Driver
42213,Bicycle,Independent Driver
42217,Bicycle,Independent Driver
42226,Motorcycle,Independent Driver
42227,Motorcycle,Partner Fleet
42229,Motorcycle,Partner Fleet
42256,Bicycle,Independent Driver
42259,Motorcycle,Independent Driver
42268,Motorcycle,Independent Driver
42269,Motorcycle,Independent Driver
42297,Motorcycle,Independent Driver
42301,Bicycle,Independent Driver
42314,Motorcycle,Independent Driver
42323,Bicycle,Independent Driver
42337,Motorcycle,Independent Driver
42340,Motorcycle,Independent Driver
42344,Bicycle,Independent Driver
42359,Motorcycle,Partner Fleet
42365,Motorcycle,Independent Driver
42373,Motorcycle,Independent Driver
42387,Motorcycle,Independent Driver
42390,Motorcycle,Independent Driver
42394,Bicycle,Independent Driver
42395,Motorcycle,Independent Driver
42403,Bicycle,Independent Driver
42416,Bicycle,Independent Driver
42434,Motorcycle,Independent Driver
42461,Motorcycle,Independent Driver
42494,Motorcycle,Independent Driver
42498,Motorcycle,Independent Driver
42500,Motorcycle,Independent Driver
42565,Motorcycle,Partner Fleet
42574,Motorcycle,Independent Driver
42587,Bicycle,Independent Driver
42591,Bicycle,Independent Driver
42592,Motorcycle,Partner Fleet
42595,Motorcycle,Independent Driver
42600,Bicycle,Independent Driver
42608,Motorcycle,Partner Fleet
42636,Motorcycle,Independent Driver
42637,Motorcycle,Partner Fleet
42649,Motorcycle,Independent Driver
42655,Motorcycle,Independent Driver
42665,Bicycle,Independent Driver
42727,Motorcycle,Independent Driver
42742,Bicycle,Independent Driver
42752,Motorcycle,Independent Driver
42759,Bicycle,Independent Driver
42764,Bicycle,Independent Driver
42784,Bicycle,Independent Driver
42793,Bicycle,Independent Driver
42806,Bicycle,Independent Driver
42814,Motorcycle,Independent Driver
42823,Bicycle,Independent Driver
42838,Motorcycle,Independent Driver
42860,Motorcycle,Independent Driver
42877,Motorcycle,Partner Fleet
42886,Bicycle,Independent Driver
42891,Motorcycle,Independent Driver
42900,Bicycle,Independent Driver
42922,Motorcycle,Partner Fleet
42935,Bicycle,Independent Driver
42946,Bicycle,Independent Driver
42976,Motorcycle,Independent Driver
42998,Motorcycle,Independent Driver
43000,Motorcycle,Independent Driver
43002,Bicycle,Independent Driver
43019,Motorcycle,Independent Driver
43061,Motorcycle,Independent Driver
43075,Bicycle,Independent Driver
43127,Bicycle,Independent Driver
43141,Motorcycle,Independent Driver
43177,Bicycle,Independent Driver
43188,Motorcycle,Independent Driver
43194,Motorcycle,Partner Fleet
43197,Motorcycle,Independent Driver
43216,Motorcycle,Independent Driver
43224,Motorcycle,Independent Driver
43227,Motorcycle,Independent Driver
43252,Bicycle,Independent Driver
43255,Bicycle,Independent Driver
43260,Motorcycle,Independent Driver
43277,Motorcycle,Independent Driver
43298,Bicycle,Independent Driver
43299,Bicycle,Independent Driver
43302,Motorcycle,Independent Driver
43305,Bicycle,Independent Driver
43312,Bicycle,Independent Driver
43323,Motorcycle,Independent Driver
43331,Bicycle,Independent Driver
43332,Motorcycle,Independent Driver
43405,Bicycle,Independent Driver
43431,Motorcycle,Partner Fleet
43446,Bicycle,Independent Driver
43448,Motorcycle,Independent Driver
43454,Motorcycle,Independent Driver
43455,Bicycle,Independent Driver
43478,Bicycle,Independent Driver
43481,Bicycle,Independent Driver
43491,Bicycle,Independent Driver
43508,Motorcycle,Independent Driver
43512,Motorcycle,Independent Driver
43529,Bicycle,Independent Driver
43548,Bicycle,Independent Driver
43562,Motorcycle,Independent Driver
43564,Bicycle,Independent Driver
43579,Bicycle,Independent Driver
43589,Bicycle,Independent Driver
43602,Motorcycle,Independent Driver
43603,Bicycle,Independent Driver
43604,Bicycle,Independent Driver
43608,Bicycle,Independent Driver
43620,Motorcycle,Independent Driver
43625,Bicycle,Independent Driver
43635,Motorcycle,Independent Driver
43659,Motorcycle,Independent Driver
43671,Motorcycle,Independent Driver
43679,Motorcycle,Independent Driver
43710,Motorcycle,Independent Driver
43721,Motorcycle,Partner Fleet
43763,Bicycle,Independent Driver
43786,Motorcycle,Independent Driver
43793,Bicycle,Independent Driver
43795,Motorcycle,Independent Driver
43823,Motorcycle,Independent Driver
43838,Motorcycle,Independent Driver
43843,Bicycle,Independent Driver
43845,Bicycle,Independent Driver
43850,Motorcycle,Independent Driver
43866,Bicycle,Independent Driver
43874,Motorcycle,Independent Driver
43883,Motorcycle,Independent Driver
43894,Motorcycle,Partner Fleet
43923,Motorcycle,Independent Driver
43931,Motorcycle,Partner Fleet
43934,Motorcycle,Independent Driver
43938,Bicycle,Independent Driver
43962,Bicycle,Independent Driver
44017,Motorcycle,Independent Driver
44040,Motorcycle,Independent Driver
44047,Bicycle,Independent Driver
44059,Motorcycle,Independent Driver
44088,Bicycle,Independent Driver
44107,Motorcycle,Independent Driver
44119,Bicycle,Independent Driver
44125,Motorcycle,Independent Driver
44128,Bicycle,Independent Driver
44156,Motorcycle,Independent Driver
44167,Motorcycle,Independent Driver
44195,Motorcycle,Independent Driver
44216,Motorcycle,Partner Fleet
44232,Motorcycle,Partner Fleet
44256,Motorcycle,Partner Fleet
44264,Motorcycle,Partner Fleet
44313,Motorcycle,Independent Driver
44322,Motorcycle,Independent Driver
44328,Bicycle,Independent Driver
44347,Motorcycle,Partner Fleet
44363,Motorcycle,Independent Driver
44371,Motorcycle,Partner Fleet
44377,Motorcycle,Independent Driver
44398,Motorcycle,Independent Driver
44413,Motorcycle,Independent Driver
44415,Motorcycle,Independent Driver
44492,Motorcycle,Independent Driver
44535,Motorcycle,Independent Driver
44540,Motorcycle,Independent Driver
44544,Motorcycle,Independent Driver
44548,Motorcycle,Partner Fleet
44556,Bicycle,Independent Driver
44569,Motorcycle,Independent Driver
44571,Motorcycle,Independent Driver
44572,Motorcycle,Independent Driver
44584,Motorcycle,Partner Fleet
44590,Motorcycle,Independent Driver
44606,Motorcycle,Partner Fleet
44607,Motorcycle,Independent Driver
44615,Motorcycle,Independent Driver
44623,Bicycle,Independent Driver
44624,Motorcycle,Independent Driver
44650,Motorcycle,Independent Driver
44652,Bicycle,Independent Driver
44683,Motorcycle,Partner Fleet
44704,Motorcycle,Independent Driver
44720,Motorcycle,Independent Driver
44741,Motorcycle,Independent Driver
44769,Motorcycle,Independent Driver
44802,Motorcycle,Independent Driver
44825,Motorcycle,Independent Driver
44863,Motorcycle,Independent Driver
44871,Motorcycle,Independent Driver
44884,Bicycle,Independent Driver
44908,Motorcycle,Independent Driver
44911,Motorcycle,Independent Driver
44912,Motorcycle,Partner Fleet
44926,Motorcycle,Independent Driver
44928,Motorcycle,Independent Driver
44941,Motorcycle,Partner Fleet
44983,Motorcycle,Partner Fleet
45027,Motorcycle,Independent Driver
45028,Motorcycle,Independent Driver
45038,Motorcycle,Partner Fleet
45044,Bicycle,Independent Driver
45048,Bicycle,Independent Driver
45088,Motorcycle,Partner Fleet
45108,Motorcycle,Independent Driver
45170,Motorcycle,Independent Driver
45180,Motorcycle,Independent Driver
45198,Motorcycle,Partner Fleet
45202,Bicycle,Independent Driver
45213,Motorcycle,Partner Fleet
45214,Bicycle,Independent Driver
45216,Bicycle,Independent Driver
45233,Motorcycle,Partner Fleet
45245,Bicycle,Independent Driver
45256,Motorcycle,Independent Driver
45277,Motorcycle,Independent Driver
45287,Motorcycle,Partner Fleet
45307,Bicycle,Independent Driver
45328,Motorcycle,Independent Driver
45354,Motorcycle,Partner Fleet
45357,Bicycle,Independent Driver
45385,Motorcycle,Partner Fleet
45389,Motorcycle,Independent Driver
45399,Motorcycle,Independent Driver
45406,Motorcycle,Independent Driver
45408,Motorcycle,Independent Driver
45435,Bicycle,Independent Driver
45436,Motorcycle,Partner Fleet
45451,Bicycle,Independent Driver
45468,Bicycle,Independent Driver
45469,Bicycle,Independent Driver
45477,Motorcycle,Independent Driver
45496,Motorcycle,Independent Driver
45519,Motorcycle,Independent Driver
45521,Bicycle,Independent Driver
45574,Motorcycle,Independent Driver
45594,Bicycle,Independent Driver
45612,Motorcycle,Partner Fleet
45613,Motorcycle,Independent Driver
45628,Bicycle,Independent Driver
45667,Motorcycle,Independent Driver
45685,Motorcycle,Independent Driver
45692,Bicycle,Independent Driver
45695,Motorcycle,Independent Driver
45700,Bicycle,Independent Driver
45707,Motorcycle,Independent Driver
45709,Motorcycle,Independent Driver
45718,Motorcycle,Independent Driver
45733,Motorcycle,Independent Driver
45737,Bicycle,Independent Driver
45739,Motorcycle,Independent Driver
45765,Bicycle,Independent Driver
45773,Motorcycle,Independent Driver
45781,Motorcycle,Partner Fleet
45793,Bicycle,Independent Driver
45794,Motorcycle,Independent Driver
45808,Motorcycle,Independent Driver
45825,Motorcycle,Independent Driver
45826,Motorcycle,Independent Driver
45830,Motorcycle,Partner Fleet
45838,Motorcycle,Partner Fleet
45843,Motorcycle,Partner Fleet
45845,Bicycle,Independent Driver
45850,Motorcycle,Independent Driver
45857,Motorcycle,Partner Fleet
45859,Bicycle,Independent Driver
45916,Bicycle,Independent Driver
45933,Motorcycle,Partner Fleet
45936,Bicycle,Independent Driver
45943,Motorcycle,Independent Driver
45947,Bicycle,Independent Driver
45956,Motorcycle,Independent Driver
46018,Motorcycle,Independent Driver
46023,Motorcycle,Independent Driver
46025,Motorcycle,Partner Fleet
46026,Motorcycle,Partner Fleet
46035,Bicycle,Independent Driver
46053,Motorcycle,Partner Fleet
46062,Bicycle,Independent Driver
46066,Motorcycle,Partner Fleet
46107,Bicycle,Independent Driver
46171,Bicycle,Independent Driver
46194,Motorcycle,Independent Driver
46204,Motorcycle,Partner Fleet
46218,Motorcycle,Independent Driver
46231,Motorcycle,Independent Driver
46241,Motorcycle,Partner Fleet
46242,Motorcycle,Partner Fleet
46244,Bicycle,Independent Driver
46250,Bicycle,Independent Driver
46252,Bicycle,Independent Driver
46278,Motorcycle,Independent Driver
46280,Motorcycle,Independent Driver
46290,Motorcycle,Independent Driver
46294,Motorcycle,Independent Driver
46312,Motorcycle,Independent Driver
46316,Motorcycle,Independent Driver
46319,Motorcycle,Independent Driver
46327,Motorcycle,Independent Driver
46333,Motorcycle,Independent Driver
46342,Motorcycle,Independent Driver
46345,Motorcycle,Independent Driver
46346,Bicycle,Independent Driver
46350,Motorcycle,Independent Driver
46362,Motorcycle,Independent Driver
46382,Motorcycle,Independent Driver
46388,Motorcycle,Independent Driver
46392,Bicycle,Independent Driver
46393,Motorcycle,Independent Driver
46401,Bicycle,Independent Driver
46403,Motorcycle,Independent Driver
46414,Motorcycle,Independent Driver
46440,Motorcycle,Independent Driver
46443,Motorcycle,Independent Driver
46452,Motorcycle,Partner Fleet
46457,Motorcycle,Independent Driver
46458,Motorcycle,Independent Driver
46483,Motorcycle,Independent Driver
46485,Motorcycle,Independent Driver
46486,Motorcycle,Independent Driver
46487,Motorcycle,Partner Fleet
46490,Motorcycle,Independent Driver
46496,Motorcycle,Independent Driver
46501,Motorcycle,Independent Driver
46504,Motorcycle,Independent Driver
46506,Motorcycle,Independent Driver
46510,Motorcycle,Partner Fleet
46546,Motorcycle,Independent Driver
46554,Bicycle,Independent Driver
46565,Motorcycle,Independent Driver
46571,Motorcycle,Independent Driver
46572,Motorcycle,Independent Driver
46642,Bicycle,Independent Driver
46651,Motorcycle,Partner Fleet
46679,Bicycle,Independent Driver
46681,Motorcycle,Independent Driver
46684,Motorcycle,Independent Driver
46709,Motorcycle,Partner Fleet
46735,Motorcycle,Independent Driver
46744,Bicycle,Independent Driver
46763,Motorcycle,Independent Driver
46767,Bicycle,Independent Driver
46774,Motorcycle,Independent Driver
46778,Motorcycle,Independent Driver
46780,Motorcycle,Independent Driver
46786,Bicycle,Independent Driver
46801,Motorcycle,Independent Driver
46810,Motorcycle,Independent Driver
46824,Motorcycle,Independent Driver
46828,Motorcycle,Independent Driver
46830,Motorcycle,Independent Driver
46842,Bicycle,Independent Driver
46849,Motorcycle,Independent Driver
46850,Bicycle,Independent Driver
46852,Bicycle,Independent Driver
46853,Motorcycle,Independent Driver
46854,Motorcycle,Independent Driver
46858,Motorcycle,Independent Driver
46864,Motorcycle,Independent Driver
46868,Motorcycle,Independent Driver
46875,Motorcycle,Partner Fleet
46885,Motorcycle,Partner Fleet
46890,Motorcycle,Independent Driver
46892,Motorcycle,Independent Driver
46901,Motorcycle,Independent Driver
46926,Motorcycle,Independent Driver
46928,Bicycle,Independent Driver
46933,Motorcycle,Independent Driver
46940,Bicycle,Independent Driver
46944,Motorcycle,Independent Driver
46957,Bicycle,Independent Driver
46974,Motorcycle,Partner Fleet
46976,Motorcycle,Independent Driver
47016,Motorcycle,Independent Driver
47032,Motorcycle,Independent Driver
47085,Motorcycle,Independent Driver
47086,Bicycle,Independent Driver
47093,Bicycle,Independent Driver
47101,Motorcycle,Partner Fleet
47110,Motorcycle,Partner Fleet
47131,Motorcycle,Independent Driver
47136,Motorcycle,Independent Driver
47151,Motorcycle,Independent Driver
47189,Motorcycle,Independent Driver
47210,Motorcycle,Partner Fleet
47211,Motorcycle,Independent Driver
47219,Bicycle,Independent Driver
47221,Bicycle,Independent Driver
47229,Bicycle,Independent Driver
47231,Bicycle,Independent Driver
47233,Bicycle,Independent Driver
47247,Motorcycle,Independent Driver
47270,Motorcycle,Independent Driver
47271,Motorcycle,Partner Fleet
47275,Motorcycle,Independent Driver
47280,Bicycle,Independent Driver
47281,Motorcycle,Independent Driver
47283,Motorcycle,Partner Fleet
47287,Motorcycle,Partner Fleet
47290,Motorcycle,Independent Driver
47294,Motorcycle,Independent Driver
47304,Motorcycle,Independent Driver
47313,Bicycle,Independent Driver
47317,Motorcycle,Independent Driver
47338,Bicycle,Independent Driver
47366,Bicycle,Independent Driver
47369,Motorcycle,Independent Driver
47374,Motorcycle,Independent Driver
47376,Bicycle,Independent Driver
47377,Bicycle,Independent Driver
47389,Motorcycle,Independent Driver
47443,Motorcycle,Independent Driver
47447,Bicycle,Independent Driver
47448,Motorcycle,Partner Fleet
47458,Motorcycle,Partner Fleet
47460,Bicycle,Independent Driver
47473,Bicycle,Independent Driver
47491,Motorcycle,Independent Driver
47523,Bicycle,Independent Driver
47530,Motorcycle,Independent Driver
47534,Motorcycle,Independent Driver
47537,Bicycle,Independent Driver
47540,Motorcycle,Independent Driver
47556,Motorcycle,Partner Fleet
47560,Bicycle,Independent Driver
47627,Motorcycle,Independent Driver
47645,Motorcycle,Independent Driver
47652,Motorcycle,Partner Fleet
47655,Motorcycle,Independent Driver
47659,Motorcycle,Independent Driver
47686,Bicycle,Independent Driver
47707,Motorcycle,Independent Driver
47708,Bicycle,Independent Driver
47711,Motorcycle,Independent Driver
47717,Motorcycle,Independent Driver
47727,Bicycle,Independent Driver
47730,Motorcycle,Independent Driver
47769,Bicycle,Independent Driver
47772,Bicycle,Independent Driver
47774,Bicycle,Independent Driver
47776,Motorcycle,Independent Driver
47799,Motorcycle,Independent Driver
47808,Bicycle,Independent Driver
47812,Bicycle,Independent Driver
47844,Bicycle,Independent Driver
47850,Motorcycle,Partner Fleet
47854,Motorcycle,Independent Driver
47860,Motorcycle,Independent Driver
47870,Motorcycle,Independent Driver
47877,Motorcycle,Partner Fleet
47879,Motorcycle,Partner Fleet
47885,Motorcycle,Partner Fleet
47892,Motorcycle,Independent Driver
47896,Motorcycle,Independent Driver
47897,Motorcycle,Partner Fleet
47916,Bicycle,Independent Driver
47990,Motorcycle,Independent Driver
47997,Bicycle,Independent Driver
48005,Bicycle,Independent Driver
48018,Motorcycle,Independent Driver
48028,Motorcycle,Independent Driver
48029,Motorcycle,Independent Driver
48033,Motorcycle,Partner Fleet
48053,Motorcycle,Independent Driver
48059,Motorcycle,Independent Driver
48062,Bicycle,Independent Driver
48083,Bicycle,Independent Driver
48100,Motorcycle,Independent Driver
48102,Motorcycle,Independent Driver
48112,Motorcycle,Partner Fleet
48120,Motorcycle,Independent Driver
48131,Bicycle,Independent Driver
48133,Motorcycle,Independent Driver
48138,Motorcycle,Independent Driver
48143,Bicycle,Independent Driver
48155,Motorcycle,Independent Driver
48167,Bicycle,Independent Driver
48179,Motorcycle,Independent Driver
48185,Motorcycle,Partner Fleet
48226,Bicycle,Independent Driver
48245,Motorcycle,Independent Driver
48250,Bicycle,Independent Driver
48254,Motorcycle,Independent Driver
48257,Motorcycle,Independent Driver
48261,Bicycle,Independent Driver
48276,Motorcycle,Independent Driver
48293,Motorcycle,Independent Driver
48298,Motorcycle,Independent Driver
48303,Bicycle,Independent Driver
48308,Motorcycle,Independent Driver
48312,Bicycle,Independent Driver
48332,Bicycle,Independent Driver
48334,Motorcycle,Partner Fleet
48339,Bicycle,Independent Driver
48348,Motorcycle,Independent Driver
48353,Bicycle,Independent Driver
48358,Motorcycle,Partner Fleet
48362,Motorcycle,Independent Driver
48363,Bicycle,Independent Driver
48368,Bicycle,Independent Driver
48399,Motorcycle,Partner Fleet
48447,Motorcycle,Independent Driver
48453,Motorcycle,Independent Driver
48466,Motorcycle,Independent Driver
48486,Bicycle,Independent Driver
48492,Motorcycle,Independent Driver
48509,Motorcycle,Independent Driver
48538,Motorcycle,Partner Fleet
48546,Bicycle,Independent Driver
48552,Motorcycle,Independent Driver
48571,Motorcycle,Independent Driver
48595,Bicycle,Independent Driver
48600,Motorcycle,Partner Fleet
48617,Bicycle,Independent Driver
48619,Bicycle,Independent Driver
48643,Motorcycle,Partner Fleet
48654,Motorcycle,Independent Driver
48659,Bicycle,Independent Driver
48695,Bicycle,Independent Driver
48702,Motorcycle,Independent Driver
48714,Motorcycle,Independent Driver
48728,Bicycle,Independent Driver
48749,Motorcycle,Partner Fleet
48784,Bicycle,Independent Driver
48799,Motorcycle,Independent Driver
48801,Motorcycle,Independent Driver
48853,Bicycle,Independent Driver
48857,Motorcycle,Independent Driver
48861,Bicycle,Independent Driver
48888,Bicycle,Independent Driver
48901,Motorcycle,Independent Driver
48905,Bicycle,Independent Driver
48906,Bicycle,Independent Driver
48916,Motorcycle,Independent Driver
48918,Bicycle,Independent Driver
48978,Motorcycle,Independent Driver
48982,Motorcycle,Partner Fleet
48999,Bicycle,Independent Driver
49020,Motorcycle,Independent Driver
49041,Bicycle,Independent Driver
49083,Bicycle,Independent Driver
49097,Bicycle,Independent Driver
49120,Motorcycle,Partner Fleet
49127,Motorcycle,Independent Driver
49150,Bicycle,Independent Driver
49157,Motorcycle,Independent Driver
49170,Motorcycle,Independent Driver
49182,Bicycle,Independent Driver
49187,Bicycle,Independent Driver
49258,Motorcycle,Partner Fleet
49277,Motorcycle,Independent Driver
49284,Bicycle,Independent Driver
49288,Motorcycle,Partner Fleet
49289,Motorcycle,Partner Fleet
49312,Motorcycle,Partner Fleet
49316,Motorcycle,Partner Fleet
49319,Motorcycle,Independent Driver
49332,Bicycle,Independent Driver
49340,Bicycle,Independent Driver
49343,Motorcycle,Independent Driver
49345,Bicycle,Independent Driver
49346,Motorcycle,Independent Driver
49348,Motorcycle,Independent Driver
49349,Bicycle,Independent Driver
49350,Bicycle,Independent Driver
49352,Bicycle,Independent Driver
49375,Motorcycle,Partner Fleet
49385,Bicycle,Independent Driver
49387,Bicycle,Independent Driver
49403,Bicycle,Independent Driver
49404,Motorcycle,Independent Driver
49433,Motorcycle,Independent Driver
49436,Motorcycle,Independent Driver
49441,Bicycle,Independent Driver
49446,Bicycle,Independent Driver
49448,Motorcycle,Partner Fleet
49467,Bicycle,Independent Driver
49469,Bicycle,Independent Driver
49488,Bicycle,Independent Driver
49494,Motorcycle,Independent Driver
49542,Bicycle,Independent Driver
49547,Motorcycle,Independent Driver
49554,Bicycle,Independent Driver
49585,Bicycle,Independent Driver
49611,Bicycle,Independent Driver
49643,Motorcycle,Partner Fleet
49679,Bicycle,Independent Driver
49686,Motorcycle,Independent Driver
49716,Motorcycle,Partner Fleet
49717,Motorcycle,Independent Driver
49738,Bicycle,Independent Driver
49770,Bicycle,Independent Driver
49789,Motorcycle,Independent Driver
49790,Motorcycle,Independent Driver
49799,Motorcycle,Partner Fleet
49821,Motorcycle,Independent Driver
49829,Motorcycle,Independent Driver
49851,Motorcycle,Independent Driver
49866,Motorcycle,Independent Driver
49871,Motorcycle,Independent Driver
49951,Bicycle,Independent Driver
49961,Bicycle,Independent Driver
49979,Bicycle,Independent Driver
49980,Bicycle,Independent Driver
49997,Motorcycle,Partner Fleet
50015,Bicycle,Independent Driver
50033,Motorcycle,Independent Driver
50044,Motorcycle,Independent Driver
50054,Motorcycle,Partner Fleet
50059,Bicycle,Independent Driver
50066,Motorcycle,Independent Driver
50070,Bicycle,Independent Driver
50099,Motorcycle,Independent Driver
50155,Motorcycle,Partner Fleet
50158,Motorcycle,Independent Driver
50159,Motorcycle,Partner Fleet
50184,Motorcycle,Partner Fleet
50203,Motorcycle,Independent Driver
50206,Motorcycle,Partner Fleet
50218,Bicycle,Independent Driver
50221,Motorcycle,Partner Fleet
50224,Motorcycle,Partner Fleet
50257,Motorcycle,Independent Driver
50280,Bicycle,Independent Driver
50332,Bicycle,Independent Driver
50344,Motorcycle,Independent Driver
50362,Bicycle,Independent Driver
50399,Motorcycle,Independent Driver
50406,Motorcycle,Independent Driver
50415,Motorcycle,Partner Fleet
50423,Bicycle,Independent Driver
50431,Motorcycle,Independent Driver
50438,Motorcycle,Partner Fleet
50443,Bicycle,Independent Driver
50449,Motorcycle,Partner Fleet
50472,Motorcycle,Independent Driver
50495,Motorcycle,Independent Driver
50541,Motorcycle,Independent Driver
50562,Motorcycle,Independent Driver
50576,Bicycle,Independent Driver
50594,Bicycle,Independent Driver
50608,Motorcycle,Partner Fleet
50618,Motorcycle,Independent Driver
50625,Motorcycle,Partner Fleet
50626,Motorcycle,Partner Fleet
50630,Motorcycle,Independent Driver
50642,Motorcycle,Independent Driver
50658,Bicycle,Independent Driver
50666,Bicycle,Independent Driver
50678,Motorcycle,Independent Driver
50684,Motorcycle,Independent Driver
50707,Motorcycle,Independent Driver
50724,Bicycle,Independent Driver
50725,Bicycle,Independent Driver
50736,Bicycle,Independent Driver
50745,Motorcycle,Partner Fleet
50753,Bicycle,Independent Driver
50759,Bicycle,Independent Driver
50770,Motorcycle,Partner Fleet
50771,Motorcycle,Independent Driver
50782,Motorcycle,Independent Driver
50800,Motorcycle,Independent Driver
50810,Bicycle,Independent Driver
50814,Motorcycle,Partner Fleet
50816,Motorcycle,Partner Fleet
50819,Motorcycle,Partner Fleet
50822,Motorcycle,Partner Fleet
50827,Motorcycle,Partner Fleet
50835,Motorcycle,Partner Fleet
50838,Bicycle,Independent Driver
50839,Motorcycle,Independent Driver
50846,Motorcycle,Independent Driver
50893,Bicycle,Independent Driver
50912,Motorcycle,Independent Driver
50924,Motorcycle,Independent Driver
50925,Motorcycle,Partner Fleet
50929,Motorcycle,Independent Driver
50930,Bicycle,Independent Driver
50938,Bicycle,Independent Driver
50939,Motorcycle,Independent Driver
50961,Motorcycle,Independent Driver
50989,Motorcycle,Independent Driver
51019,Bicycle,Independent Driver
51037,Bicycle,Independent Driver
51045,Bicycle,Independent Driver
51093,Bicycle,Independent Driver
51124,Motorcycle,Independent Driver
51128,Motorcycle,Independent Driver
51132,Motorcycle,Independent Driver
51146,Motorcycle,Independent Driver
51148,Motorcycle,Independent Driver
51149,Motorcycle,Independent Driver
51167,Bicycle,Independent Driver
51198,Bicycle,Independent Driver
51231,Motorcycle,Independent Driver
51236,Motorcycle,Independent Driver
51248,Bicycle,Independent Driver
51249,Motorcycle,Independent Driver
51270,Motorcycle,Independent Driver
51303,Motorcycle,Independent Driver
51328,Motorcycle,Independent Driver
51335,Motorcycle,Independent Driver
51345,Motorcycle,Partner Fleet
51378,Motorcycle,Independent Driver
51420,Motorcycle,Partner Fleet
51469,Motorcycle,Partner Fleet
51478,Motorcycle,Independent Driver
51529,Motorcycle,Partner Fleet
51540,Motorcycle,Independent Driver
51561,Motorcycle,Independent Driver
51588,Motorcycle,Independent Driver
51598,Motorcycle,Partner Fleet
51610,Motorcycle,Partner Fleet
51620,Motorcycle,Partner Fleet
51627,Motorcycle,Independent Driver
51631,Motorcycle,Partner Fleet
51633,Motorcycle,Independent Driver
51667,Motorcycle,Partner Fleet
51672,Motorcycle,Partner Fleet
51687,Motorcycle,Independent Driver
51693,Motorcycle,Independent Driver
51694,Motorcycle,Independent Driver
51703,Motorcycle,Independent Driver
51705,Motorcycle,Independent Driver
51741,Motorcycle,Independent Driver
51766,Motorcycle,Partner Fleet
51805,Bicycle,Independent Driver
51829,Bicycle,Independent Driver
51890,Motorcycle,Independent Driver
51904,Motorcycle,Independent Driver
51927,Motorcycle,Independent Driver
51931,Motorcycle,Independent Driver
51950,Motorcycle,Independent Driver
51954,Motorcycle,Independent Driver
51974,Motorcycle,Independent Driver
51985,Bicycle,Independent Driver
52075,Motorcycle,Partner Fleet
52079,Motorcycle,Partner Fleet
52092,Motorcycle,Partner Fleet
52095,Motorcycle,Partner Fleet
52096,Motorcycle,Partner Fleet
52106,Motorcycle,Partner Fleet
52107,Motorcycle,Partner Fleet
52121,Motorcycle,Partner Fleet
52140,Motorcycle,Independent Driver
52148,Motorcycle,Partner Fleet
52167,Motorcycle,Partner Fleet
52171,Motorcycle,Independent Driver
52175,Motorcycle,Independent Driver
52196,Motorcycle,Partner Fleet
52197,Bicycle,Independent Driver
52259,Motorcycle,Independent Driver
